
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,thrust,ele,ail,rud

 0.00000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
 0.10000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
 0.20000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
 0.30000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
 0.40000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
 0.50000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
 0.60000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
 0.70000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
 0.80000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
 0.90000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
 1.00000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
 1.10000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
 1.20000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
 1.30000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
 1.40000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
 1.50000, 0.00000, 0.00000,20000.00000, 0.00000, 3.42119, 0.00000,600.00000, 3.42119, 0.00000, 0.00000, 0.00000, 0.00000,2085.04979,-1.87355,-0.08414, 0.04998, 4.04166, 1.00000,2085.04979,-1.87355,-0.08414, 0.04998,
